4,219.6,20.145495732625324,33.68071715037028,39.860804875691734,59.199015299479164
[0.003426074981689453, 0.006443023681640625, 0.008310556411743164, 0.010689735412597656, 0.01387333869934082, 0.016037464141845703, 0.018253326416015625, 0.02019214630126953, 0.02244114875793457, 0.02388286590576172, 0.0250399112701416, 0.026470661163330078, 0.028049945831298828, 0.029553651809692383, 0.030910968780517578, 0.032692909240722656, 0.03439807891845703, 0.037207603454589844, 0.03970479965209961, 0.04765725135803223]
