4,204.2,25.539318720499676,42.488654454549156,47.421773274739586,64.07550970713298
[0.003723621368408203, 0.005604743957519531, 0.006376504898071289, 0.007374763488769531, 0.008702278137207031, 0.011424541473388672, 0.012942790985107422, 0.014948368072509766, 0.017511606216430664, 0.02237987518310547, 0.02620220184326172, 0.029708385467529297, 0.0329892635345459, 0.035832881927490234, 0.038741350173950195, 0.04291272163391113, 0.04490351676940918, 0.048056602478027344, 0.05219078063964844, 0.061636924743652344]
